,검색날짜,사용자,주제,언론사,제목,링크
1536,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1537,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1538,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1539,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1540,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1541,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1542,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1543,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1544,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1545,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1546,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1547,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1548,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1549,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1550,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1551,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1552,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1553,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1554,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1555,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1556,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1557,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1558,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1559,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1560,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1561,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1562,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1563,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1564,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1565,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1566,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1567,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1568,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1569,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1570,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1571,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1572,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1573,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1574,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1575,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1576,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1577,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1578,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1579,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1580,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1581,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1582,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1583,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1584,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1585,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1586,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1587,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1588,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1589,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1590,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1591,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1592,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1593,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1594,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1595,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1596,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1597,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1598,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1599,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1600,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1601,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1602,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1603,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1604,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1605,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1606,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1607,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1608,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1609,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1610,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1611,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1612,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1613,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1614,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1615,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1616,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1617,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1618,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1619,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1620,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1621,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1622,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1623,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1624,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1625,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1626,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1627,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1628,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1629,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1630,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1631,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1632,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1633,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1634,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1635,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1636,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1637,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1638,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1639,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1640,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1641,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1642,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1643,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1644,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1645,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1646,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1647,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1648,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1649,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1650,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1651,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1652,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1653,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1654,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1655,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1656,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1657,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1658,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1659,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1660,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1661,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1662,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1663,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1664,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1665,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1666,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1667,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1668,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1669,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1670,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1671,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1672,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1673,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1674,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1675,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1676,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1677,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1678,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1679,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1680,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1681,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1682,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1683,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1684,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1685,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1686,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1687,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
1688,2020-10-27,정동현,코로나,아이뉴스24,"[종합]'물류'로 코로나 이긴 삼성SDS, '분기 최대' 실적",http://www.inews24.com/view/1311016
1689,2020-10-27,정동현,코로나,연합뉴스,인도네시아서 한국인 첫 코로나19 사망자 발생(종합),http://yna.kr/AKR20201027089351104?did=1195m
1690,2020-10-27,정동현,코로나,파이낸셜뉴스,"홍남기 ""경제, 회복궤도 진입… 코로나19 재확산 아쉬워""(상보)",http://www.fnnews.com/news/202010270829053315
1691,2020-10-27,정동현,코로나,연합뉴스,소방관 5명 코로나19 확진…인천 119안전센터 2곳 폐쇄(종합),http://yna.kr/AKR20201027089751065?did=1195m
1692,2020-10-27,정동현,코로나,머니투데이,80명 골프모임 갔다가 코로나…가족까지 31명에 번졌다(상보),http://news.mt.co.kr/mtview.php?no=2020102714322148840
1693,2020-10-27,정동현,코로나,한겨레,방대본 “코로나 완치 뒤 뇌기능 저하 가능성 있다”,http://www.hani.co.kr/arti/society/health/967438.html
1694,2020-10-27,정동현,코로나,TV조선,3분기 GDP 성장률 1.9%…코로나 딛고 첫 플러스 전환,http://news.tvchosun.com/site/data/html_dir/2020/10/27/2020102790056.html
1695,2020-10-27,정동현,코로나,YTN,3분기 성장률 1.9%...코로나 후 첫 플러스 성장,https://www.ytn.co.kr/_ln/0102_202010271157586058
1696,2020-10-27,정동현,코로나,KBS,‘코로나 9개월의 반성’ 백신 없는 마지막 겨울 되길…,http://news.kbs.co.kr/news/view.do?ncd=5035043&ref=A
1697,2020-10-27,정동현,코로나,일간스포츠,"'안녕? 나야!' 측 ""김영광 코로나 19 음성, 촬영은 중단"" [전문]",http://isplus.live.joins.com/news/article/article.asp?total_id=23904607
